no,area,suicide,satisfaction,loneliness,job_value,society_safety,self_control,korean_pride,help_weak,family_talk,family_belief,personal_economy,health,sex,age
3782,경기,1,5,2,6,7,7,3,3,3,3,4,4,남자,19~29세
3783,경기,2,5,3,4,7,7,3,3,3,3,5,4,남자,50대
3784,경기,1,6,3,6,6,6,3,3,3,3,5,5,남자,19~29세
3785,경기,1,7,1,7,6,8,3,3,3,4,7,3,여자,30대
3786,경기,1,8,1,7,4,8,2,3,3,4,6,4,남자,40대
3787,경기,1,9,2,7,5,8,3,4,4,4,6,5,여자,30대
3788,경기,2,8,1,9,7,9,2,4,4,3,7,5,여자,40대
3789,경기,1,8,2,7,5,8,3,4,3,4,6,5,남자,40대
3790,경기,1,8,1,7,6,8,3,3,3,4,8,4,여자,30대
3791,경기,1,7,1,8,7,7,2,4,3,4,7,4,남자,30대
3792,경기,1,5,1,7,4,7,2,3,3,3,5,4,남자,40대
3793,경기,1,8,2,7,4,7,1,4,3,3,7,3,남자,50대
3794,경기,1,6,1,7,3,7,3,4,3,4,6,4,여자,40대
3795,경기,1,5,2,5,6,8,2,4,3,4,5,4,남자,60~69세
3796,경기,1,7,2,6,4,8,2,4,4,4,5,4,여자,50대
3797,경기,1,8,2,8,2,8,2,3,3,4,2,3,여자,50대
3798,경기,1,5,1,6,4,6,2,3,3,4,4,3,남자,60~69세
3799,경기,1,8,2,8,7,8,3,4,3,3,7,5,남자,19~29세
3800,경기,2,5,1,6,4,8,2,3,3,3,6,4,남자,50대
3801,경기,2,8,2,8,4,8,2,4,4,3,7,4,여자,50대
3802,경기,2,9,1,8,5,8,3,3,4,4,4,5,여자,60~69세
3803,경기,2,5,1,5,4,7,2,3,4,4,3,4,남자,60~69세
3804,경기,2,8,1,7,5,9,3,3,4,4,5,5,여자,30대
3805,경기,2,8,1,7,4,6,2,4,4,3,5,5,여자,30대
3806,경기,1,8,1,7,5,9,3,4,4,3,7,5,여자,40대
3807,경기,1,8,1,7,6,8,3,3,4,4,7,5,남자,40대
3808,경기,1,8,2,7,5,7,3,3,3,4,8,5,여자,40대
3809,경기,1,6,1,7,5,7,2,4,3,3,6,5,남자,40대
3810,경기,1,8,2,8,6,8,3,4,4,3,7,4,여자,40대
3811,경기,1,8,2,7,5,8,3,4,4,3,6,4,남자,50대
3812,경기,1,8,1,7,6,7,2,3,4,4,6,3,여자,30대
3813,경기,2,6,2,5,6,5,3,3,3,3,4,4,남자,30대
3814,경기,1,7,2,6,6,7,2,3,3,3,5,4,남자,19~29세
3815,경기,2,6,2,6,7,6,3,3,3,3,5,5,남자,19~29세
3816,경기,2,8,2,7,8,6,3,3,3,3,5,5,남자,19~29세
3817,경기,1,8,2,8,6,5,2,3,3,4,7,4,여자,60~69세
3818,경기,1,8,1,8,7,9,3,3,4,4,6,5,여자,30대
3819,경기,1,6,1,8,7,8,2,4,3,3,5,5,남자,30대
3820,경기,2,2,2,3,2,6,1,2,2,3,2,2,남자,60~69세
3821,경기,1,3,1,3,3,5,1,2,2,3,3,2,여자,60~69세
3822,경기,1,5,3,7,6,8,3,3,3,3,4,3,여자,40대
3823,경기,1,6,2,8,5,8,2,3,3,3,4,3,남자,50대
3824,경기,1,10,1,8,1,8,2,4,2,4,5,5,여자,60~69세
3825,경기,1,6,1,7,4,9,3,3,3,4,5,4,남자,60~69세
3826,경기,1,5,1,5,7,8,2,3,3,4,5,5,남자,40대
3827,경기,1,8,2,9,3,9,3,3,2,3,2,3,여자,30대
3828,경기,2,5,3,7,3,7,2,2,3,4,5,4,여자,50대
3829,경기,1,6,1,7,4,8,2,3,4,3,5,4,여자,19~29세
3830,경기,1,7,1,7,4,9,2,4,4,3,5,4,남자,19~29세
3831,경기,1,10,1,9,6,9,4,3,3,4,5,4,여자,40대
3832,경기,1,8,1,8,5,7,3,3,3,3,5,4,남자,40대
3833,경기,2,4,2,5,2,7,2,2,2,4,3,4,여자,19~29세
3834,경기,3,5,3,5,0,10,2,2,2,3,5,3,여자,30대
3835,경기,2,10,1,7,3,8,2,4,3,4,5,3,여자,60~69세
3836,경기,1,10,2,9,9,9,3,4,3,4,3,3,남자,60~69세
3837,경기,1,6,2,6,5,7,3,3,3,4,5,4,남자,19~29세
3838,경기,1,6,1,6,3,6,3,3,4,4,5,4,여자,19~29세
3839,경기,1,6,2,7,8,8,3,3,3,4,6,3,남자,19~29세
3840,경기,1,7,1,9,5,8,4,3,4,4,2,4,남자,50대
3841,경기,1,8,1,8,5,9,3,4,4,4,4,4,여자,50대
3842,경기,1,7,1,7,5,8,4,4,3,4,5,5,남자,50대
3843,경기,1,9,1,9,2,8,3,4,4,4,4,5,여자,19~29세
3844,경기,1,7,1,8,4,9,3,3,4,4,5,4,여자,40대
3845,경기,1,9,1,9,6,9,4,4,4,4,2,5,남자,50대
3846,경기,1,8,1,8,5,8,3,4,4,4,5,4,여자,50대
3847,경기,1,9,1,9,5,9,4,4,4,4,5,5,남자,40대
3848,경기,1,8,1,9,3,9,3,3,4,4,5,4,여자,40대
3849,경기,1,8,1,9,7,9,3,3,3,4,5,5,남자,30대
3850,경기,1,9,1,8,5,9,4,3,4,4,2,5,남자,30대
3851,경기,1,9,1,9,3,8,3,4,4,4,3,5,여자,30대
3852,경기,1,8,1,8,3,8,4,4,4,4,5,4,남자,60~69세
3853,경기,1,7,1,8,5,9,4,3,4,4,5,4,여자,60~69세
3854,경기,1,7,1,8,5,9,4,3,3,4,5,4,남자,40대
3855,경기,1,7,1,8,5,8,3,3,3,4,5,4,여자,40대
3856,경기,1,7,1,8,5,8,4,3,4,4,5,5,남자,50대
3857,경기,1,9,1,9,3,8,3,4,4,4,5,5,여자,50대
3858,경기,1,6,1,5,4,6,3,3,4,3,5,4,여자,19~29세
3859,경기,1,7,2,7,3,6,3,3,4,4,5,4,남자,40대
3860,경기,1,5,3,5,8,8,3,4,2,3,4,2,남자,30대
3861,경기,1,7,2,7,7,7,3,3,3,4,6,4,남자,19~29세
3862,경기,1,9,1,9,5,8,4,3,3,4,5,5,남자,40대
3863,경기,1,7,1,7,5,8,3,4,4,4,4,5,여자,40대
3864,경기,1,7,1,8,3,8,4,4,4,4,5,4,남자,50대
3865,경기,1,8,1,8,3,8,3,4,4,4,5,4,여자,50대
3866,경기,1,9,1,8,5,10,4,3,4,4,2,5,남자,19~29세
3867,경기,1,9,1,8,2,9,3,4,4,4,2,5,여자,19~29세
3868,경기,1,7,1,8,5,7,3,4,4,4,5,4,남자,40대
3869,경기,1,8,1,8,2,8,3,3,3,4,3,4,여자,40대
3870,경기,2,3,3,5,0,9,2,4,3,4,1,4,여자,50대
3871,경기,1,7,1,7,5,8,4,4,3,4,5,4,남자,60~69세
3872,경기,1,7,1,9,5,8,4,4,4,4,4,5,남자,40대
3873,경기,1,7,1,8,3,8,3,3,3,4,3,5,여자,30대
3874,경기,1,9,1,9,2,8,3,3,3,4,2,4,남자,30대
3875,경기,1,8,1,8,5,8,2,4,4,4,2,4,여자,30대
3876,경기,1,8,1,8,5,7,3,3,4,4,3,4,남자,40대
3877,경기,1,7,1,7,0,8,2,3,3,4,5,4,여자,40대
3878,경기,1,6,1,7,7,8,4,4,4,4,3,4,남자,60~69세
3879,경기,1,7,1,7,5,8,4,3,4,4,5,4,여자,60~69세
3880,경기,1,8,1,8,5,9,3,3,4,4,2,4,여자,30대
3881,경기,1,5,3,5,8,7,3,3,4,3,5,4,남자,19~29세
3882,경기,1,6,2,7,8,7,3,3,3,4,5,4,여자,19~29세
3883,경기,1,4,2,5,5,5,2,2,2,2,4,5,남자,40대
3884,경기,1,5,1,4,5,4,2,2,1,1,4,4,여자,30대
3885,경기,1,4,2,5,5,5,3,2,2,2,6,4,남자,40대
3886,경기,2,7,2,5,6,5,3,2,2,2,7,5,여자,40대
3887,경기,1,6,2,7,5,6,3,2,2,2,6,4,남자,50대
3888,경기,3,7,2,6,6,7,3,3,2,2,6,5,여자,19~29세
3889,경기,2,4,2,5,6,7,3,2,2,2,5,5,여자,50대
3890,경기,1,7,2,7,5,4,3,2,2,2,5,4,남자,60~69세
3891,경기,3,7,2,7,7,6,3,3,2,2,5,3,여자,60~69세
3892,경기,3,4,2,4,4,6,3,2,2,2,5,4,남자,60~69세
3893,경기,1,7,2,7,6,4,3,3,2,2,5,4,여자,50대
3894,경기,1,6,2,5,6,6,3,2,2,2,5,1,남자,60~69세
3895,경기,1,3,2,3,6,4,3,2,2,2,5,3,남자,60~69세
3896,경기,3,8,2,7,4,3,2,2,2,2,5,3,여자,60~69세
3897,경기,2,7,2,6,5,6,3,2,2,2,4,4,여자,40대
3898,경기,1,5,2,4,5,4,3,2,2,2,4,3,남자,60~69세
3899,경기,1,5,2,5,4,6,2,2,2,2,5,3,여자,60~69세
3900,경기,2,7,2,8,5,5,3,2,2,2,6,1,남자,50대
3901,경기,2,5,2,6,6,6,3,3,3,3,5,3,남자,50대
3902,경기,2,5,2,5,7,6,3,3,3,3,5,4,남자,50대
3903,경기,2,5,3,6,8,5,3,3,3,3,5,4,남자,30대
3904,경기,2,9,2,8,4,4,3,2,2,2,5,3,남자,60~69세
3905,경기,1,3,2,3,3,4,2,3,2,2,4,5,여자,40대
3906,경기,2,4,3,3,3,4,2,2,3,2,3,3,남자,50대
3907,경기,2,5,2,5,5,4,3,2,2,2,3,4,남자,19~29세
3908,경기,2,6,2,8,6,7,3,3,2,3,5,5,남자,60~69세
3909,경기,2,8,3,8,7,8,4,3,2,3,5,5,여자,60~69세
3910,경기,3,8,2,8,8,6,3,3,3,3,5,5,남자,60~69세
3911,경기,1,5,2,5,5,7,3,2,2,2,5,4,남자,50대
3912,경기,2,8,2,8,5,4,3,2,2,3,6,5,여자,19~29세
3913,경기,3,8,2,8,5,6,3,2,2,2,6,3,여자,19~29세
3914,경기,1,6,2,4,7,7,3,2,2,2,6,3,남자,60~69세
3915,경기,2,6,3,6,8,7,3,2,2,2,5,3,여자,60~69세
3916,경기,1,8,2,7,10,9,3,2,2,2,5,5,남자,30대
3917,경기,3,9,2,9,9,7,2,2,2,1,6,5,여자,19~29세
3918,경기,3,5,2,4,4,6,3,2,3,2,6,4,남자,50대
3919,경기,3,5,2,5,6,6,2,2,3,3,5,4,여자,40대
3920,경기,1,6,2,5,5,3,3,2,2,3,6,4,여자,19~29세
3921,경기,3,7,2,7,6,7,3,3,3,2,5,4,남자,60~69세
3922,경기,3,7,2,9,9,9,3,3,2,3,6,4,여자,50대
3923,경기,2,4,2,5,5,6,3,2,2,2,5,3,남자,60~69세
3924,경기,3,4,2,3,4,3,3,2,2,2,5,4,여자,50대
3925,경기,1,5,2,6,6,6,3,2,2,3,5,5,남자,19~29세
3926,경기,2,4,3,6,6,6,3,3,3,2,5,5,여자,19~29세
3927,경기,3,4,3,5,6,4,3,2,2,3,5,4,남자,50대
3928,경기,2,6,3,7,3,2,2,2,2,3,5,3,여자,40대
3929,경기,3,5,2,5,5,7,3,2,2,2,5,3,남자,19~29세
3930,경기,1,6,2,6,4,4,3,2,2,2,6,4,남자,19~29세
3931,경기,3,5,2,4,5,5,3,2,2,2,5,3,남자,50대
3932,경기,1,5,2,5,4,5,3,3,3,2,5,4,여자,40대
3933,경기,1,6,2,5,5,4,3,2,3,3,6,4,여자,50대
3934,경기,1,6,2,5,6,6,3,2,2,2,5,4,여자,19~29세
3935,경기,1,6,2,6,6,5,2,3,3,3,5,4,남자,19~29세
3936,경기,1,7,2,7,8,7,2,3,3,3,5,4,남자,30대
3937,경기,1,7,2,7,7,5,2,3,3,3,4,4,남자,30대
3938,경기,1,6,3,5,6,6,4,2,4,3,6,4,남자,60~69세
3939,경기,1,10,1,8,6,10,4,4,4,3,6,4,남자,30대
3940,경기,1,3,3,5,5,5,2,3,3,2,7,4,여자,30대
3941,경기,1,7,2,6,6,5,4,3,4,3,6,3,여자,60~69세
3942,경기,2,7,1,5,5,7,3,3,4,4,4,1,남자,60~69세
3943,경기,2,6,1,5,4,3,2,3,3,4,7,2,여자,60~69세
3944,경기,2,4,4,5,4,6,1,3,3,3,0,4,남자,40대
3945,경기,1,2,2,2,4,2,2,2,3,3,0,3,여자,30대
3946,경기,1,7,1,5,5,6,3,2,3,3,5,2,여자,60~69세
3947,경기,1,4,1,6,5,4,2,3,3,4,7,4,남자,30대
3948,경기,2,4,4,7,4,4,2,3,3,2,7,5,남자,30대
3949,경기,1,8,1,7,5,6,3,2,3,4,0,3,남자,19~29세
3950,경기,2,5,3,4,4,4,1,2,4,3,2,3,여자,19~29세
3951,경기,1,7,2,7,6,6,3,3,3,3,3,3,남자,50대
3952,경기,1,10,1,10,8,9,4,4,4,4,7,3,여자,50대
3953,경기,1,3,3,3,0,3,1,3,3,3,2,2,남자,60~69세
3954,경기,1,5,3,5,5,3,4,2,4,3,8,3,여자,60~69세
3955,경기,3,2,3,4,2,5,1,1,2,3,6,3,남자,50대
3956,경기,3,5,2,2,3,9,3,2,3,3,7,2,여자,50대
3957,경기,2,3,3,4,1,5,2,3,2,3,2,2,남자,50대
3958,경기,1,7,2,7,6,9,4,2,3,4,6,2,남자,60~69세
3959,경기,1,10,1,10,8,10,4,3,4,4,6,3,여자,60~69세
3960,경기,2,5,4,3,6,9,3,3,4,2,4,2,남자,60~69세
3961,경기,2,7,3,8,4,4,2,2,3,3,4,3,여자,60~69세
3962,경기,3,5,1,6,7,7,1,3,3,4,4,4,남자,30대
3963,경기,1,5,2,3,6,5,3,3,2,3,7,3,남자,19~29세
3964,경기,2,6,4,4,3,4,3,3,3,3,2,3,여자,30대
3965,경기,2,6,3,5,2,4,1,3,3,3,7,3,남자,60~69세
3966,경기,1,4,1,7,4,4,2,2,3,4,3,2,여자,60~69세
3967,경기,1,8,2,3,5,5,2,3,3,3,7,3,남자,50대
3968,경기,1,7,4,8,4,5,2,3,2,3,7,3,여자,40대
3969,경기,1,2,1,10,5,10,2,3,3,3,3,2,남자,60~69세
3970,경기,3,0,4,1,0,1,1,1,1,4,3,4,남자,30대
3971,경기,1,6,2,5,5,4,1,3,3,4,6,5,여자,30대
3972,경기,2,5,4,7,3,2,1,2,1,2,3,3,남자,40대
3973,경기,2,2,1,5,5,2,2,3,2,4,3,3,여자,40대
3974,경기,2,4,3,5,2,5,1,3,2,2,3,2,남자,60~69세
3975,경기,2,10,4,10,6,10,4,4,1,2,1,2,여자,60~69세
3976,경기,1,6,2,7,5,7,2,3,4,4,3,5,남자,50대
3977,경기,1,8,2,10,5,8,3,4,3,3,7,4,여자,50대
3978,경기,1,5,1,6,5,5,2,3,3,4,5,5,남자,60~69세
3979,경기,1,6,2,6,5,5,2,2,3,3,4,5,여자,60~69세
3980,경기,2,3,3,8,4,7,3,2,3,3,5,2,남자,40대
3981,경기,1,6,2,5,6,5,2,3,3,4,5,4,여자,30대
3982,경기,1,7,3,7,1,5,3,4,4,3,7,3,여자,60~69세
3983,경기,1,2,3,4,4,1,1,4,4,4,5,3,여자,60~69세
3984,경기,1,3,1,8,6,3,2,1,2,3,6,4,남자,40대
3985,경기,2,3,2,5,4,7,4,3,3,4,6,3,여자,40대
3986,경기,1,9,2,8,6,9,2,3,4,4,2,1,남자,60~69세
3987,경기,1,8,3,10,5,10,2,4,4,3,8,3,여자,60~69세
3988,경기,1,8,1,9,9,10,4,4,4,4,5,5,남자,40대
3989,경기,2,0,4,3,0,7,2,2,2,3,5,3,여자,40대
3990,경기,1,5,2,8,6,7,3,2,3,4,7,4,남자,40대
3991,경기,2,6,3,7,5,7,3,3,3,3,7,3,여자,40대
3992,경기,1,5,2,7,4,6,2,3,3,3,6,2,남자,60~69세
3993,경기,1,5,1,5,1,2,3,3,4,4,5,3,여자,60~69세
3994,경기,1,8,1,7,6,7,4,4,4,4,6,5,남자,30대
3995,경기,2,7,2,6,5,5,3,3,2,3,7,5,남자,50대
3996,경기,1,6,1,6,5,7,3,3,3,3,4,4,여자,50대
3997,경기,1,5,2,5,5,7,3,3,3,3,6,5,여자,50대
3998,경기,1,5,2,5,6,8,3,3,3,3,5,5,여자,50대
3999,경기,1,6,1,6,6,7,3,3,3,3,5,5,남자,19~29세
4000,경기,2,5,1,6,6,8,3,4,3,3,8,5,남자,50대
4001,경기,1,7,1,7,6,6,3,3,3,3,6,5,여자,50대
4002,경기,2,5,1,6,7,9,4,3,2,3,6,5,남자,19~29세
4003,경기,1,4,1,6,3,5,3,4,3,3,4,5,남자,40대
4004,경기,1,6,1,6,5,7,3,3,3,4,4,4,여자,40대
4005,경기,1,8,2,8,7,9,4,4,3,3,8,5,남자,60~69세
4006,경기,1,7,2,7,5,9,3,3,3,3,8,5,여자,60~69세
4007,경기,2,7,2,7,7,7,3,3,3,3,8,4,여자,30대
4008,경기,1,7,1,6,5,6,3,3,3,3,5,5,남자,30대
4009,경기,2,8,2,9,5,5,2,3,3,3,4,5,여자,30대
4010,경기,2,6,1,6,6,7,3,4,3,3,6,5,남자,30대
4011,경기,2,5,1,5,4,6,3,3,3,3,3,5,여자,30대
4012,경기,1,6,1,6,5,8,4,4,4,3,6,5,남자,19~29세
4013,경기,2,7,1,8,7,9,3,4,3,3,7,5,여자,19~29세
4014,경기,2,7,1,7,5,9,4,3,3,3,8,5,남자,50대
4015,경기,1,7,2,8,6,8,3,3,2,4,4,5,남자,19~29세
4016,경기,1,5,3,5,6,5,2,2,2,4,4,3,남자,40대
4017,경기,4,8,2,7,3,3,2,2,2,2,5,4,남자,40대
4018,경기,4,3,2,5,2,4,2,2,3,3,6,4,여자,40대
4019,경기,2,3,3,4,3,2,2,2,3,2,8,2,남자,60~69세
4020,경기,4,1,2,4,4,2,2,2,3,2,7,2,여자,50대
4021,경기,3,6,2,5,4,5,2,3,3,3,7,5,남자,40대
4022,경기,4,4,2,2,3,8,2,2,2,3,6,3,여자,40대
4023,경기,4,2,2,4,3,4,2,2,2,3,6,5,여자,40대
4024,경기,2,6,3,3,3,8,2,2,3,2,4,5,남자,40대
4025,경기,3,4,2,3,5,4,2,2,2,2,4,4,남자,30대
4026,경기,4,3,2,7,3,6,2,2,2,2,5,5,여자,30대
4027,경기,4,4,2,2,3,8,2,2,2,2,5,2,남자,60~69세
4028,경기,2,2,3,4,2,4,2,2,2,3,3,3,여자,60~69세
4029,경기,2,2,3,7,5,3,2,2,2,4,7,4,여자,40대
4030,경기,4,7,2,5,4,6,2,2,3,2,4,3,여자,50대
4031,경기,1,6,3,3,4,8,2,2,3,2,5,3,남자,50대
4032,경기,2,2,3,7,3,5,2,2,3,3,2,2,남자,30대
4033,경기,3,6,2,8,5,3,2,2,3,3,3,2,여자,30대
4034,경기,1,8,4,3,6,7,3,2,3,3,4,3,남자,40대
4035,경기,1,4,3,8,6,2,3,3,2,3,4,4,여자,40대
4036,경기,1,7,2,7,7,8,3,3,3,4,5,5,남자,19~29세
4037,경기,1,7,2,7,7,5,3,3,4,4,4,4,남자,40대
4038,경기,1,6,2,7,7,6,3,2,3,4,3,4,여자,40대
4039,경기,1,7,2,7,7,6,3,3,4,4,7,3,남자,50대
4040,경기,1,6,2,7,6,6,2,3,4,4,6,3,여자,50대
4041,경기,1,7,2,6,7,7,3,3,3,4,6,3,남자,60~69세
4042,경기,1,6,3,6,6,7,3,2,3,4,6,4,여자,50대
4043,경기,1,5,3,6,7,8,3,2,4,4,5,4,남자,50대
4044,경기,2,5,3,5,6,7,4,2,4,4,5,4,여자,50대
4045,경기,1,6,2,7,7,8,2,3,3,4,7,3,남자,40대
4046,경기,1,7,3,6,7,6,3,3,3,4,7,4,여자,40대
4047,경기,1,7,2,7,6,7,3,2,3,4,6,3,남자,60~69세
4048,경기,1,7,3,6,6,6,3,3,3,4,6,3,여자,50대
4049,경기,2,8,2,7,7,7,3,3,3,4,6,3,여자,60~69세
4050,경기,1,6,2,6,7,7,4,3,3,4,7,4,여자,50대
4051,경기,1,6,2,8,8,7,3,3,4,4,5,3,남자,50대
4052,경기,1,7,3,8,8,6,3,3,4,3,5,4,여자,50대
4053,경기,1,7,3,7,6,6,3,3,4,4,4,4,남자,30대
4054,경기,2,7,3,6,7,7,3,2,4,4,5,4,여자,30대
4055,경기,1,5,2,7,4,7,2,3,3,4,3,4,남자,19~29세
4056,경기,2,5,4,5,6,6,3,3,2,3,5,3,남자,50대
4057,경기,1,5,2,5,6,9,3,4,3,3,5,5,남자,30대
4058,경기,1,3,2,3,4,5,2,3,3,3,3,4,여자,30대
4059,경기,2,8,2,7,7,9,3,4,3,3,5,5,남자,40대
4060,경기,2,6,2,6,6,6,4,3,3,4,6,5,여자,40대
4061,경기,1,8,2,8,6,6,4,3,3,4,6,5,남자,60~69세
4062,경기,1,6,1,6,7,8,3,4,3,3,6,5,여자,50대
4063,경기,1,5,2,6,5,6,3,3,3,3,3,5,남자,40대
4064,경기,2,8,2,8,7,5,3,3,3,3,5,5,여자,40대
4065,경기,1,5,2,7,5,6,3,4,3,3,5,5,여자,19~29세
4066,경기,1,5,1,8,6,9,4,4,3,4,7,5,여자,30대
4067,경기,1,7,2,6,6,7,3,3,3,3,5,5,남자,30대
4068,경기,2,6,2,6,5,4,3,4,3,4,5,5,여자,30대
4069,경기,1,6,2,6,4,6,3,3,3,3,3,5,여자,30대
4070,경기,2,5,1,6,6,4,3,4,4,3,5,5,여자,60~69세
4071,경기,2,5,2,7,8,9,4,4,2,3,3,5,남자,19~29세
4072,경기,2,7,2,7,6,6,3,4,3,3,3,5,여자,19~29세
4073,경기,1,5,2,6,6,6,3,4,3,4,6,5,여자,50대
4074,경기,2,5,1,5,6,6,4,3,3,3,5,4,남자,19~29세
4075,경기,1,6,2,7,7,8,3,4,3,4,5,5,남자,40대
4076,경기,1,5,2,8,6,7,3,3,3,3,5,4,여자,40대
4077,경기,1,6,3,5,5,5,3,2,3,4,5,3,남자,40대
4078,경기,1,6,2,6,5,6,3,3,3,4,5,3,남자,40대
4079,경기,1,6,3,6,6,5,3,3,3,4,5,3,남자,19~29세
4080,경기,1,7,2,8,6,7,3,3,4,4,5,5,남자,19~29세
4081,경기,1,6,2,7,6,5,3,3,4,4,6,4,남자,50대
4082,경기,1,6,2,6,6,6,3,3,4,4,6,4,여자,50대
4083,경기,2,5,3,5,5,4,2,3,3,4,5,4,남자,19~29세
4084,경기,1,7,2,6,5,6,3,3,3,3,8,4,남자,40대
4085,경기,1,8,2,6,5,6,3,3,3,4,8,4,여자,30대
4086,경기,1,6,2,7,6,8,3,3,4,4,7,5,남자,60~69세
4087,경기,1,6,3,6,6,7,3,3,3,4,6,4,남자,60~69세
4088,경기,1,5,3,5,6,7,3,3,3,4,6,3,여자,60~69세
4089,경기,1,6,2,6,6,6,3,3,4,4,6,4,남자,50대
4090,경기,1,7,1,6,6,7,3,3,4,4,7,4,여자,40대
4091,경기,2,6,3,6,6,6,3,3,3,3,5,4,남자,40대
4092,경기,2,5,3,5,4,5,3,3,3,4,5,3,여자,40대
4093,경기,1,7,2,6,6,7,3,3,4,4,6,4,남자,40대
4094,경기,1,6,2,6,6,6,3,3,4,4,6,4,여자,40대
4095,경기,1,5,2,7,6,7,3,3,3,4,6,3,남자,60~69세
4096,경기,1,7,2,7,6,7,3,3,3,4,6,4,여자,19~29세
4097,경기,1,6,2,6,6,7,3,3,4,4,7,4,남자,30대
4098,경기,1,6,1,6,6,7,3,3,4,4,6,4,여자,30대
4099,경기,1,6,3,6,6,6,3,3,3,4,5,4,남자,40대
4100,경기,1,5,3,5,5,5,3,3,3,4,5,4,여자,40대
4101,경기,1,6,3,7,6,8,3,3,3,4,5,4,여자,40대
4102,경기,1,6,3,6,4,6,3,3,2,4,5,4,남자,19~29세
4103,경기,1,7,2,7,6,7,3,3,3,4,6,5,남자,19~29세
4104,경기,1,5,3,5,5,3,3,2,2,3,5,3,여자,40대
4105,경기,1,6,2,7,7,7,3,3,3,4,6,5,남자,19~29세
4106,경기,2,6,3,7,6,7,3,3,2,4,5,3,남자,40대
4107,경기,2,2,4,7,1,8,3,4,1,2,4,2,여자,60~69세
4108,경기,1,8,2,5,4,8,2,3,4,4,5,3,여자,30대
4109,경기,2,8,2,8,7,5,3,4,3,4,6,3,남자,30대
4110,경기,2,7,2,5,5,8,3,3,3,4,6,3,여자,40대
4111,경기,1,8,2,6,2,5,2,3,4,4,5,3,여자,19~29세
4112,경기,1,9,1,10,9,10,4,4,3,4,5,5,남자,40대
4113,경기,1,10,2,8,6,9,3,3,4,4,4,3,여자,30대
4114,경기,1,10,1,10,3,9,4,4,4,4,5,4,여자,40대
4115,경기,1,7,2,8,4,5,3,3,4,4,2,3,남자,40대
4116,경기,1,6,2,7,3,6,2,4,4,4,2,4,여자,30대
4117,경기,1,6,2,5,1,7,2,4,3,4,1,4,남자,40대
4118,경기,2,4,3,4,4,5,3,3,3,4,1,3,남자,19~29세
4119,경기,1,10,1,9,2,9,3,4,4,4,7,5,여자,19~29세
4120,경기,1,7,1,7,1,6,3,3,3,4,4,5,남자,30대
4121,경기,1,8,2,8,8,7,4,3,3,3,7,3,여자,40대
4122,경기,3,4,3,5,5,5,3,3,4,3,4,3,여자,30대
4123,경기,1,6,2,7,6,7,3,3,3,4,6,5,남자,19~29세
4124,경기,2,5,2,8,5,8,2,3,4,3,4,3,남자,40대
4125,경기,1,6,1,7,4,10,3,3,4,4,7,4,여자,19~29세
4126,경기,1,10,1,10,10,10,4,4,4,4,5,5,여자,19~29세
4127,경기,1,6,1,6,6,6,3,4,3,4,5,3,남자,50대
4128,경기,1,7,2,8,7,9,3,3,1,4,6,3,여자,40대
4129,경기,2,5,2,8,5,8,2,3,4,3,4,3,남자,60~69세
4130,경기,1,5,3,3,2,7,3,4,4,4,3,3,여자,60~69세
4131,경기,1,8,1,7,6,6,3,4,4,4,6,3,남자,50대
4132,경기,1,9,1,7,6,9,3,3,4,4,4,3,여자,50대
4133,경기,1,6,1,6,5,8,2,2,4,4,6,4,여자,30대
4134,경기,1,7,1,7,4,6,3,4,4,4,4,2,여자,40대
4135,경기,3,1,4,6,8,1,3,4,3,4,5,3,남자,40대
4136,경기,1,5,2,5,4,8,3,4,3,4,5,3,여자,50대
4137,경기,1,5,2,6,2,5,2,3,3,3,3,3,여자,19~29세
4138,경기,1,4,2,3,6,3,4,3,3,2,4,2,여자,60~69세
4139,경기,1,8,1,10,2,9,1,3,3,4,4,3,여자,40대
4140,경기,1,8,1,8,5,8,3,3,3,4,5,4,여자,19~29세
4141,경기,1,5,3,10,0,7,1,2,2,2,5,4,남자,50대
4142,경기,3,6,3,8,3,7,3,3,3,3,3,2,여자,50대
4143,경기,2,7,2,9,1,5,2,3,3,4,5,3,남자,50대
4144,경기,2,3,3,5,10,7,2,2,4,3,1,3,남자,19~29세
4145,경기,3,3,3,3,3,5,3,4,4,4,1,2,여자,19~29세
4146,경기,2,5,2,7,2,8,4,3,4,3,5,5,여자,50대
4147,경기,1,5,1,5,4,4,4,3,3,4,5,5,남자,19~29세
4148,경기,4,5,1,5,2,5,3,3,4,3,5,3,남자,60~69세
4149,경기,2,7,1,7,4,7,3,3,3,3,5,3,여자,60~69세
4150,경기,1,6,2,5,3,7,3,4,3,3,1,4,남자,30대
4151,경기,1,7,1,8,3,8,3,3,4,4,5,4,남자,30대
4152,경기,1,7,3,5,0,8,3,3,4,4,3,4,여자,30대
4153,경기,1,9,1,5,4,10,2,3,4,4,1,3,여자,50대
4154,경기,2,5,4,5,5,9,4,3,4,4,5,4,남자,19~29세
4155,경기,3,4,4,5,5,3,3,4,2,3,3,2,남자,40대
4156,경기,3,5,3,5,5,7,2,3,4,4,9,3,여자,40대
4157,경기,3,1,3,3,1,3,1,3,3,2,1,3,남자,60~69세
4158,경기,1,4,3,2,9,9,3,4,3,3,1,3,남자,60~69세
4159,경기,2,6,3,6,7,7,4,3,3,4,3,3,여자,30대
4160,경기,2,5,2,5,6,6,4,3,4,4,3,4,여자,30대
